alert_id,ip_address,ip_address_v6,mac_address,report_date,assigned_to,severity,incident_type,description,suggested_solution,recommended_playbook
789,73.242.107.21,d193:65ca:7d06:498d:fccd:5f15:8413:dcd7,17-35-37-A3-54-85,6/23/2021,Morty (Lvl 1 Analyst),Medium,Incident Response (Breach),"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Incident-Status-Sync-To-WDATP
790,14.8.65.130,3de3:fe76:51dd:bdb4:395c:2ef0:4a59:fa57,32-F5-0D-7D-1D-F2,12/9/2021,Summer (Lvl 2 Analyst),High,Incident Response (Breach),"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Post-Message-Slack
791,49.237.51.169,7c37:de05:c234:e0c5:88c0:83bb:24a2:10fe,AE-58-31-17-C2-28,4/5/2022,Morty (Lvl 1 Analyst),Mild,Incident Response (Phishing),"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Get-Recipients-EmailMessageID-containing-URL
792,32.164.134.21,e30f:f8e2:f025:7f82:e8fa:df0b:a68e:8801,C2-0D-05-54-1D-3C,8/17/2021,Summer (Lvl 2 Analyst),Critical,Forensics,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",IdentityProtection-TeamsBotResponse
793,66.21.49.30,14ef:9708:7c43:f868:98eb:512e:cdad:9975,9B-34-0C-3A-E9-4B,9/5/2021,Summer (Lvl 2 Analyst),High,Incident Response (Breach),"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Get-MerakiData-OrgSecurityEvents
794,2.114.75.125,4a1a:643f:1f40:de2b:293c:a115:7401:ba16,EE-57-C7-DD-0F-75,8/19/2021,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Traffic from known Bad IP),"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Post-Message-Teams
795,168.188.77.82,5746:aedc:4afa:9f93:4ce6:ac31:8c7f:d008,C9-75-2D-B6-4D-83,4/1/2022,Morty (Lvl 1 Analyst),Medium,Incident Response (Phishing),"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Watchlist-Add-URLToWatchList
796,138.102.128.175,b668:9724:a13f:6ec4:cb4f:55f6:7bda:99ce,A5-98-E9-B6-62-11,6/24/2021,Rick (Lvl 3 Analyst),Mild,Active Threat Hunting,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Update-Watchlist-With-NamedLocation
797,148.115.96.218,4a7f:5ccf:c490:1831:2691:ae7a:1094:79a6,07-61-F5-3F-90-5C,1/1/2022,Rick (Lvl 3 Analyst),Critical,Passive Threat Detection (Maicious URL),"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Export-Report-CSV
798,131.202.30.247,181e:1eb:96dd:bfd3:6e0:9a08:3e16:2620,D7-BA-32-EC-7B-AD,12/5/2021,Morty (Lvl 1 Analyst),Critical,Passive Threat Detection (Maicious URL),Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Export-Report-CSV
799,155.178.239.57,dc7e:24df:8bb2:9f0c:16f0:163a:7419:7259,18-35-18-67-72-58,10/21/2021,Summer (Lvl 2 Analyst),Critical,Active Threat Hunting,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Block-ExchangeIP
800,87.11.180.94,5ae6:4e1d:74cb:b23f:a177:4ff2:fba1:7f29,DB-05-EA-77-EB-89,6/11/2021,Morty (Lvl 1 Analyst),High,Forensics,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",RecordedFuture_IP_SCF
801,241.203.98.146,d44b:37fb:6fb3:6bc6:3dcf:cf13:a5ae:de6a,13-29-9E-35-27-79,5/18/2021,Morty (Lvl 1 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Watchlist-Add-IPToWatchList
802,118.77.47.236,ca3c:7af9:316c:29f2:b664:60d5:35b8:5580,65-59-97-70-D9-0F,6/23/2021,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Traffic from known Bad IP),"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Post-Tags-And-Comments-To-Your-IntSights-Account
803,82.122.239.128,c17f:47cd:3ea0:a90:2053:93de:6849:fd5f,58-27-46-62-A1-31,3/28/2022,Morty (Lvl 1 Analyst),Mild,Passive Threat Detection (Maicious URL),Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Isolate-AzureVMtoNSG
804,136.205.119.139,bac6:1919:47a4:eb5d:48a1:435f:8380:a419,A6-8F-0D-96-0E-32,7/13/2021,Morty (Lvl 1 Analyst),Mild,Incident Response (Phishing),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Restrict-MDEUrl
805,177.107.160.213,45b6:4e9b:506d:c283:52a8:247d:4820:6a66,D1-8A-6F-50-73-E2,2/4/2022,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Failed Brute Force Attempt),In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,In congue. Etiam justo. Etiam pretium iaculis justo.,Get-TenableVlun
806,39.197.19.211,8af0:a611:a5e7:3a45:3e29:a2ec:c52c:7f0a,86-6F-35-BB-55-35,4/27/2022,Rick (Lvl 3 Analyst),High,Active Threat Hunting,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",RecordedFuture-Block-IPs-and-Domains-on-Microsoft-Defender-for-Endpoint
807,181.48.43.125,2f55:37d1:219f:ff6c:a100:8f96:e45:383a,83-69-D4-5B-BC-EE,3/15/2022,Rick (Lvl 3 Analyst),High,Passive Threat Detection (Maicious URL),"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Create-IBMResilientIncident
808,150.221.221.146,df4c:2ae1:c4e0:c634:6bf1:32e6:da66:9b5c,E4-01-A2-05-45-B1,10/9/2021,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Maicious URL),"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Enrich-Sentinel-Incident-AlienVault-OTX
809,22.245.166.242,e931:6b5a:eaa7:a3d7:debd:c671:2bac:aa1d,3E-C4-9A-4F-06-42,3/30/2022,Rick (Lvl 3 Analyst),Medium,Incident Response (Phishing),"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Resolve-McasInfrequentCountryAlerts
810,146.1.8.184,339c:a470:31fe:2033:d29:2e52:ee33:caf6,E9-E4-D4-5D-BB-20,7/6/2021,Morty (Lvl 1 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",OktaRawLog
811,251.171.76.25,6f2d:63d5:9246:55af:dd94:8fdc:8911:2bad,AA-23-72-9A-4F-99,4/15/2022,Summer (Lvl 2 Analyst),Mild,Active Threat Hunting,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",RecordedFuture_C2_Malware_Detect
812,25.237.128.9,886c:75b5:8cfc:853:3755:db69:c17d:35b2,D2-76-DA-44-FA-F9,10/20/2021,Summer (Lvl 2 Analyst),High,Incident Response (Phishing),"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Restrict-MDEUrl
813,157.195.237.188,c8b8:4da0:4584:e523:719:31b6:d7d9:692f,8C-58-5E-ED-8A-F5,5/29/2021,Rick (Lvl 3 Analyst),High,Forensics,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Export-Incidents-With-Comments
814,69.74.250.85,98bd:16ca:ca14:ad40:4ea4:e877:8e5e:16da,40-6A-71-04-5F-38,1/15/2022,Rick (Lvl 3 Analyst),Mild,Incident Response (Breach),"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Ingest-CanaryTokens
815,99.172.103.81,a157:6806:aa0d:24d6:451a:f110:1fd9:a508,30-9C-3F-A7-55-9B,12/5/2021,Morty (Lvl 1 Analyst),Critical,Infrastructure Maintenance/Development,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Block-AADUser
816,114.126.86.29,b34:aac3:c9a7:f4bb:5920:e3f2:a362:beaf,D9-46-65-51-B1-D5,5/27/2021,Morty (Lvl 1 Analyst),Critical,Incident Response (Breach),Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Get-AlertEntitiesEnrichment
817,140.160.160.156,f96:f39e:924b:9455:6fd0:28af:d93c:ecd9,90-FD-63-5C-D5-04,7/14/2021,Summer (Lvl 2 Analyst),Medium,Incident Response (Breach),"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Get-Recipients-EmailMessageID-containing-URL
818,149.106.102.105,3e1c:3153:57bd:c1f4:3d75:941:76ba:cf1,16-CA-13-3D-38-7D,3/30/2022,Rick (Lvl 3 Analyst),Critical,Incident Response (Phishing),"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Close-SentinelIncident-fromSNOW
